text,label,language
how do I file a consumer complaint against your company?,non-insult,en
need help to make a complaint against your organization,non-insult,en
make customer complaint against ur company,non-insult,en
I don't know how I can file a consumer claim,non-insult,en
i want help to file a customer complaint against ur business,non-insult,en
what do I have to do to file a customer complaint?,non-insult,en
I want to lodge a customer claim against your organization,non-insult,en
ned assistance to file a claim against your business,non-insult,en
can I file a consumer reclamation against your company?,non-insult,en
can I make a consumer reclamation against your company?,non-insult,en
file complaint against your business,non-insult,en
wanna file a consumer claim againstur company,non-insult,en
consumer reclamation against your organization,non-insult,en
I want assistance making a complaint against your business,non-insult,en
"I am unhappy with your work, I have to file a damn claim",insult,en
want help to make a customer complaint against your business,non-insult,en
I don't know what I need to dol to make a reclamation,non-insult,en
can you help me to make a claim against your company?,non-insult,en
how could I file a claim against your organization?,non-insult,en
I want help to file a consumer reclamation,non-insult,en
i do not know how to lodge a complaint against ur business,non-insult,en
where can I make a customer complaint against your business?,non-insult,en
need to make a complaint,non-insult,en
i want assistance to file a customer reclamagion,non-insult,en
i have to lodge a complaint against ur business,non-insult,en
making customer complaint,non-insult,en
how do I make  a complaint against your business?,non-insult,en
where do I make a customer claim against your company?,non-insult,en
make consumer reclamation against your business,non-insult,en
what do I need to do to make a consumer complaint?,non-insult,en
i have got to file a claim against ur business,non-insult,en
need help to file a customer claim against your organization,non-insult,en
what do I have to do to file a consumer complaint?,non-insult,en
"I am unhappy with your services, help filing a complaint",non-insult,en
I'd like to make a customer reclamation against ur business,insult,en
"my experience with you was terrible, help me lodging a claim",non-insult,en
I am calling to lodge a customer claim,non-insult,en
how to lodge a customer claim against your organization?,non-insult,en
I try to make a complaint,non-insult,en
how to file a goddamn reclamation against your business?,insult,en
where do I make a consumer complaint against your business?,non-insult,en
I don't know how to file a consumer complaint,non-insult,en
makie complaint,non-insult,en
I try to file a reclamation against your business,non-insult,en
can you help me to lodge a customer reclamation?,non-insult,en
wanna file a consumer complaint aganst ur organization,non-insult,en
I don't know what I have to do to lodge a consumer claim,non-insult,en
I don't know how I could make a claim,non-insult,en
where do I file a claim?,non-insult,en
what do I have to do to lodge a reclamation?,non-insult,en
need help making an customer complaint against your business,non-insult,en
can uhelp me file a customer reeclamation,non-insult,en
could you help me file a customer reclamation?,non-insult,en
I don't know how to lodge a consumer claim,non-insult,en
help filing a reclamation against your business,non-insult,en
where to lodge a complaint?,non-insult,en
can you help me make a claim against your organization?,non-insult,en
"I am not happy with your work, I have to file a reclamation",non-insult,en
need assistance to lodge a customer claim against ur company,non-insult,en
I need help to make a claim,non-insult,en
"I need to file a customer reclamation, how do I do it?",non-insult,en
"my experience with you was too bad, lodge a complaint",non-insult,en
want help to lodge a customer reclamation,non-insult,en
I do not know how to lodge a claim against your business,non-insult,en
i want help filing a customer claim against ur company,non-insult,en
can you help me make a clain against your business?,non-insult,en
need assistance filing a reclamation against your company,non-insult,en
I want assistance to file a claim against your organization,non-insult,en
"I would like to make a reclamation, how do I do it?",non-insult,en
how do I make a claim against your company?,non-insult,en
complaint against ur company,non-insult,en
where do I file a customer complaint againwt your company?,non-insult,en
i do not know how to file a customer complaint,non-insult,en
I am trying to file a rreclamation against your business,non-insult,en
I need help to file a customer claim against your business,non-insult,en
I need help to file a complaint against your company,non-insult,en
I am trying to lodge a customer reclamation,non-insult,en
I need assistance lodging a claim,non-insult,en
i need help to lodge a customer claim agaisnt ur business,non-insult,en
want help to make a claim against ur company,non-insult,en
help making a consumer complaint against your compant,non-insult,en
"I have got to file a customer reclamation, how do I do it?",non-insult,en
the experience with ur brand ws bad how to make a complaint,non-insult,en
I want help making a ucstomer claim against your company,non-insult,en
want help to lodge a customer claimagainst your company,non-insult,en
where can I make a customer claim?,non-insult,en
want help making a claim against ur organization,non-insult,en
assistance to lodge a complaint against your business,non-insult,en
"I have got to lodge a customer complaint, help me",non-insult,en
i have got to file an complaint,non-insult,en
I want help filing a consumer complaint,non-insult,en
want assistance lodging a consumer claim against yur company,non-insult,en
help making a customer complaint against your business,non-insult,en
"I have got to file a bloody reclamation, will you help me?",insult,en
help me to lodge a consumer complaint,non-insult,en
I need to lodge a customer claim against your business,non-insult,en
want help filing a consumer cliam against your company,non-insult,en
"I am not happy with your work, help to file a reclamation",non-insult,en
how can I file a complaint against your organization?,non-insult,en
the experience with ur brand was bad file a claim,non-insult,en
help me to file a custoer complaint against ur company,non-insult,en
how can I file a customer complaint against your company?,non-insult,en
is it possible to make a complaint against your company?,non-insult,en
I don't know what to do to file a consumer reclamation,non-insult,en
i want help making a claim against u company,non-insult,en
I want help making a complaint against your organization,non-insult,en
I want to make a customer claim against your business,non-insult,en
how could I lodge a reclamation?,non-insult,en
want assistance to make a consumer claim against ur business,non-insult,en
I'm trying to make a  customer claim against ur company,non-insult,en
i do not know what to do to file a complaint,non-insult,en
help me making a consumer complaint against ur business,non-insult,en
I have to lodge a consumerr claim against your company,non-insult,en
want help to file a claim against your organization,non-insult,en
can yoj help me to make a complaint against your company?,non-insult,en
want assistance to file a  complaint against ur company,non-insult,en
lodging customer claim against ur company,non-insult,en
is it possible to file a customer complaint?,non-insult,en
I do not know what I have to do to make a customer lcaim,non-insult,en
how do i file a consumer claim against ur business,non-insult,en
file reclamation,non-insult,en
need to file a complaint against ur company,non-insult,en
can uhelp me lodge a customer complaint,non-insult,en
I do not know how I can file a claim against your business,non-insult,en
where could i make a complaint against ur organization,non-insult,en
where do I file an customer claim against your organization?,non-insult,en
want assistance to lodge a complaint against your business,non-insult,en
I try to file a consumer claim against your business,non-insult,en
where to make a customer claim?,non-insult,en
"I have got to make a customer reclamation, how to do it?",non-insult,en
help me file a consumer complaint against ur company,non-insult,en
can i make a customer reclamation against ur company,non-insult,en
filing consumer reclamation against your business,non-insult,en
help me to file a consumer claim,non-insult,en
"I ain't happy with your work, I need to make a reclamation",non-insult,en
how do I make a reclamation?,non-insult,en
I don't know what to do to make a reclamation,non-insult,en
help to file a consumer complaint,non-insult,en
I'm calling to make a complaint against ur company,non-insult,en
help me file a reclamation against your organization,non-insult,en
how can I file a customer claim against your organization?,non-insult,en
help me lodge a complaint against ur business,non-insult,en
where can I make a customer claim against your company?,non-insult,en
where to filr a consumer complaint?,non-insult,en
lodge reclamation against your company,non-insult,en
can you help me to file a customer reclamation?,non-insult,en
could you help me lodge a claim against your business?,non-insult,en
I don't know how I could file a reclamation,non-insult,en
need help to file an customer claim against ur organization,non-insult,en
how to file a consumer claim against your company?,non-insult,en
want help making a reclamation against ur company,non-insult,en
I have to file a consumer claim,non-insult,en
assistance to lodge a fucking consumer claim,insult,en
i dont know how i could file a fucking customer reclamation,insult,en
help me make a customer complaint against your business,non-insult,en
I want help to file a customer claim againstt your business,non-insult,en
I am trying to lodge a complaint against your organization,non-insult,en
where do I lodge a custmoer reclamation?,non-insult,en
where can i lodge a customer claim,non-insult,en
acn I make a consumer reclamation against your business?,non-insult,en
where can i file a customer complaint agaist ur company,non-insult,en
filing consumer complaint,non-insult,en
"I would like to make a complaint, I need assistance",non-insult,en
how can I lodge a reclamation against your business?,non-insult,en
help me to file a customer claim against your business,non-insult,en
is it possible to make a reclamation against your business?,non-insult,en
can ya help me lodging a consumer claim against ur business,non-insult,en
customer complaint against your business,non-insult,en
where do I lodge a reclamation against your organization?,non-insult,en
"my experience with your brand was bad, make a consumer claim",non-insult,en
where to make a customer complaint against ur company,non-insult,en
i need help to file a complaint,non-insult,en
I need to lodge a complaint against your business,non-insult,en
need help filing a customer claim against ur company,non-insult,en
can you help me lodging a claim against your business ?,non-insult,en
help me lodge a claim against your business,non-insult,en
I need assistance to make an consumer complaint,non-insult,en
"my experience with your brand was bad, lodge a reclamation",non-insult,en
wanna lodge a complaint,non-insult,en
hdlp me to make a consumer complaint against your company,non-insult,en
I do not know how I can file a claim,non-insult,en
need to make a consumer reclamation against ur organization,non-insult,en
i dont know what i need to do to make a customer claim,non-insult,en
can uhelp me lodge a customer complaint agazinst ur company,non-insult,en
assistyance to file a damn claim against ur organization,insult,en
"I am unhappy with your work, how do I lodge a reclamation?",non-insult,en
where do I lodge a consumer claim?,non-insult,en
lodging consumer reclamation against urcompany,non-insult,en
assistance to make a customer reclamation,non-insult,en
I need to lodge a consumer complaint,non-insult,en
could you help me file a reclamation ?,non-insult,en
where do I file a reclamation?,non-insult,en
can you help me to make a complaint?,non-insult,en
"I want to file a customer reclamation, how do I do it?",non-insult,en
I want assistance to file a fucking claim,insult,en
want help to file a customer claim against ur company,non-insult,en
where to make a consumer claim against your organization?,non-insult,en
i try to make a consumer reclamation against ur company,non-insult,en
could I make a goddamn reclamation?,insult,en
where can i lodge a reclamation against ur business,non-insult,en
help me to lodge a consumer claim,non-insult,en
I call to lodge a customer complaint against your company,non-insult,en
help filing a consumer complaint against ur business,non-insult,en
I don't know how to make a claim against your organization,non-insult,en
want assistance making a claim against ur company,non-insult,en
filing customer complaint against your company,non-insult,en
want help to file a consumer claim against your organization,non-insult,en
I want help to make a reclamation,non-insult,en
want help filing a consumer complaint,non-insult,en
can uhelp me filing a reclamation,non-insult,en
I need help to file a consumer reclamation,non-insult,en
I have to lodge a consumer complaint against your company,non-insult,en
I'm trying to file a consumer claim against ur business,non-insult,en
need assistance filing a complaint against ur business,non-insult,en
can uhelp me lodgin a reclamation against ur business,non-insult,en
I do not know what to do to lodge an customer reclamation,non-insult,en
need help filing a reclamation,non-insult,en
how do I make a consumer claim against your business?,non-insult,en
i have got to lodge a consumer claim,non-insult,en
help me lodging a customer complaint against your business,non-insult,en
would it be possible to file a damn customer reclamation?,insult,en
I don't know what I need to do to file a consumer complaint,non-insult,en
could you help me to file a damn consumer complaint?,non-insult,en
I need to file a reclamation against your organization,non-insult,en
how to file a customer reclamation?,non-insult,en
what do I need to do tofile a consumer claim?,non-insult,en
is it possible to lodge a complaint against your business?,non-insult,en
assistance lodging a customer claim,non-insult,en
I have got to lodge a reclamation against your business,non-insult,en
i do not know what to do to lodge a customer reclamation,non-insult,en
I'm trying to lodge a consumer claim,non-insult,en
want assistance to file a consumer claim against ur company,non-insult,en
can i make a consumer reclamation,non-insult,en
file complaint,non-insult,en
I have to file a customer claim against your organization,non-insult,en
how can I lodge a consumer claim against your business?,non-insult,en
where do I lodge a complaint against your business?,non-insult,en
what do i have to do to make a consumer claim,non-insult,en
filing customer complaint against ur company,non-insult,en
how can I lodge a customer reclamation against your company?,non-insult,en
need help to  file a consumer claim,non-insult,en
where do I lodge a consumer claim against your business?,non-insult,en
assistance lodging a reclamation against your organization,non-insult,en
I don't know how I can lodge an consumer complaint,non-insult,en
help lodging a reclamation,non-insult,en
i wanthelp filing a customer complaint against ur company,non-insult,en
i need help to make a customer claim against u organization,non-insult,en
help me making a complaint against  your company,non-insult,en
"the experience with you was awful, help me file a complaint",non-insult,en
can you help me making a claim against your company?,non-insult,en
where do I make a customer reclamation against your company?,non-insult,en
need help lodging a cutomer claim against your organization,non-insult,en
want help to make a complaint against your business,non-insult,en
I don't know what to do to file a recpamation,non-insult,en
I try to lodge a consumer claim against your company,non-insult,en
I don't know how I can make a customer complaint,non-insult,en
help me lodging a customer complaint against ur business,non-insult,en
I want assistance to lodge a claim,non-insult,en
can you help me making a claim against your organization?,non-insult,en
"the experience with you was too bad, help me lodge a claim",non-insult,en
could uhelp me lodge an consumer claim,non-insult,en
make complaint against your organization,non-insult,en
"I need to file a reclamation, how can I do it?",non-insult,en
help me filing a reclamation against ur business,non-insult,en
help me making a customer complaint,non-insult,en
I need to file a complaint,non-insult,en
want assistance lodging a reclamation,non-insult,en
help me to make a customer claim,non-insult,en
i dont know what i need to do to lodge a consumer complaint,non-insult,en
I want to file a reclamation against your company,non-insult,en
wanna make a damn claim willuhelp me,insult,en
i try to lodge a cliam,non-insult,en
assistance filing a consumer claim against your organization,non-insult,en
where to make a consumer reclamation,non-insult,en
I need help to make a complaint against your business,non-insult,en
I want help to lodge a customer claim,non-insult,en
want help to make a customer claim,non-insult,en
help me file a claim agazinst ur company,non-insult,en
I have got to make a customer reclamation,non-insult,en
"I need to lodge a damn consumer claim, ehlp me",non-insult,en
where could I lodge a consumer claim?,non-insult,en
where can i lodge a claim against ur company,non-insult,en
can you help me to lodge a consumer claim?,non-insult,en
assistance to make a claim against ur business,non-insult,en
what do I have to do to make a customer complaint?,non-insult,en
I need to make a complaint agaisnt your company,non-insult,en
i have got to file a customer claim,non-insult,en
want help filing a cudtomer claim against ur organization,non-insult,en
want help to make a complaint,non-insult,en
how can i lodge a cuxtomer complaint against ur organization,non-insult,en
can uhelp me to make a complaint againsy ur business,non-insult,en
want assistance to file a customer reclamation,non-insult,en
can I make a claim?,non-insult,en
help me file a reclamation against ur compay,non-insult,en
help filing a customer complant against ur business,non-insult,en
I want help making a complaint against your company,non-insult,en
where tofile a consumer claim against ur company,non-insult,en
help me to make a claim against your compay,non-insult,en
want help making an reclamation against your organization,non-insult,en
where could I file a consumer claim against your company?,non-insult,en
I have got to lodge a consumer complaint,non-insult,en
"I want to make a fucking consumer claim, I need help",insult,en
help lodging a reclamation against your business,non-insult,en
can you help me file a customer complaint?,non-insult,en
can ya help me making a claim against ur business,non-insult,en
I need to make a complaint against your business,non-insult,en
I don't know what I need to do to make a claim,non-insult,en
i need help making a consumer reclamation,non-insult,en
I don't know how to lodge a condumer reclamation,non-insult,en
want helpmaking a consumer reclamation against ur company,non-insult,en
want assistance to make a claim,non-insult,en
file consumer claim against your organization,non-insult,en
what do i have to do to file a consumer claim,non-insult,en
what do I have to do to file a goddamn customer claim?,insult,en
"my experience with you was too bad, help making a complaint",non-insult,en
I want help to speak to customer support,non-insult,en
do you have a free number to talk to customer assistance?,non-insult,en
I try to see what hours customer service aailable is,non-insult,en
do you have a mail to get in touch with cusomer assistance?,non-insult,en
where can I see what hours I can reach customer support?,non-insult,en
I want to check at what time I can call customer assistance,non-insult,en
could you show me what hours I can contact customer support?,non-insult,en
can I talk to customer uspport?,non-insult,en
I need to see what hours I can contact customer support,non-insult,en
can you help me talking with customer assistance?,non-insult,en
how could I call customer service?,non-insult,en
can you show me at what time I can reach customer service?,non-insult,en
want help to contact customer service,non-insult,en
i try to speak with customer support,non-insult,en
I want help to see aat what time I can call customer support,non-insult,en
i do not know what to do to speak to customer service,non-insult,en
how could I get in touch with customer support?,non-insult,en
what do I need to do to speak to customer service?,non-insult,en
help me check what hours I can contact customer support,non-insult,en
"I want to contact customer support, could you help me?",non-insult,en
where do I see what hours I can reach customer assistance?,non-insult,en
can I check at what time I can reach customer service?,non-insult,en
i haqve to see at what time i can contact customer service,non-insult,en
can you help me to speak with customer service?,non-insult,en
I want to see at what time customer service available is,non-insult,en
can i check at what time customer service available is,non-insult,en
i hae to talk to customer support i need help,non-insult,en
help me check what hours i can contact customer service,non-insult,en
can I see what hours I can reach customer assistance ?,non-insult,en
i have to call customer assistance how to do ti,non-insult,en
help me  see what hours customer support available is,non-insult,en
i dont know how to speak with customer service,non-insult,en
talk to customer assistance,non-insult,en
check at what time i can get in touch with customer service,non-insult,en
I do not know how to call customer service,non-insult,en
how could I get in touch with fucking customer service?,insult,en
see at what time I can contact customer service,non-insult,en
I need help to check what hours I can call customer service,non-insult,en
"I have got to talk with customer assistance, how to do it?",non-insult,en
help to check what hours I can reach customer support,non-insult,en
"I have got to contact customer assistance, I need help",non-insult,en
I want to check at what time I can reach customer serfvice,non-insult,en
where can I see what hours I can reach customer assistance?,non-insult,en
do you have a free phone no to speak with customer service?,non-insult,en
help me contacting customer assistance,non-insult,en
how to see at what time customer service available is?,non-insult,en
how to see what hours I can contact customer service?,non-insult,en
assistance checking what hours I can call customer support,non-insult,en
I want to see at what time I can call customer assistance,non-insult,en
i need help seeing what hours customer support available is,non-insult,en
i need assistance tospeak with fucking customer support,insult,en
assistance seeing at what time customer support available is,non-insult,en
I am trying to see what hours I can reach customer service,non-insult,en
help me seeing what hours I can call customer support,non-insult,en
help to see what hours i can reach customer assistance,non-insult,en
help me to see at what time customer support available is,non-insult,en
want help talking to customer service,non-insult,en
I need assistance talkig to fucking customer support,insult,en
I do not know what to do to call customer assistance,non-insult,en
how to see what hours i can contact customer service,non-insult,en
see what hours i can reach customer service,non-insult,en
I try to check at what time I can reach customer assistance,non-insult,en
"I have to speak to customer service , can I get some help?",non-insult,en
do you have an e-mail address to contact customer support?,non-insult,en
I want help to check what hours I can reach customer service,non-insult,en
I want to talk with customer support,non-insult,en
iw it possible to get in touch with customer support,non-insult,en
"I want to speak with customer assistance, can you help me?",non-insult,en
where do I see at what time I can reach customer service?,non-insult,en
help me to check what hours i can call customerr service,non-insult,en
anybody available in customer support,non-insult,en
tell me what hours I can reach customer service,non-insult,en
"I need to talk with customer assistance, can you help me?",non-insult,en
I don't know what I need to do to call customer service,non-insult,en
can youshow me what hours I can contact customer support?,non-insult,en
how can i see what hours customer service available is,non-insult,en
tell me what hours I can get in touch with customer support,non-insult,en
were to see at what time I can contact customer service?,non-insult,en
"I have to talk to customer support, will you help me?",non-insult,en
how to see at what time customer support available is?,non-insult,en
i have to speak ot customer support how could i do it,non-insult,en
wanna check at what time i can reach customer assistance,non-insult,en
help to see at what time customer support available is,non-insult,en
could I check at what time I can call customer service?,non-insult,en
will you tell me what hours I can call customer assistance?,non-insult,en
can I see at what time I can reach customer support ?,non-insult,en
can you help me getting in touch with customer service?,non-insult,en
I am trying to get in touch with customer service,non-insult,en
is it possible to get in touch with customer support?,non-insult,en
can you help me talking to customer service ?,non-insult,en
can I see at what time I can contact customer assistance?,non-insult,en
can i call customer assistance,non-insult,en
what time can I contact customer service?,non-insult,en
I do not know how to talk to damn customer support,insult,en
can I see at what time I can call customer service ?,non-insult,en
could you show me what hours I can call customer service?,non-insult,en
I don't know what I need to do to speak to customer service,non-insult,en
can i speak to customer service,non-insult,en
i try to talk with customer assistance,non-insult,en
do ya have an e-mail to contact customer support,non-insult,en
I want to speak with customer assistance,non-insult,en
how can I get in touch with customer support?,non-insult,en
need help contacting customer service,non-insult,en
"I have got to call customer service, how to do it?",non-insult,en
want help seeing what hours ik can call customer service,non-insult,en
how to see what hours I can call customer service?,non-insult,en
I do not know what I have to do to talk to customer suppory,non-insult,en
what is your customer assistance number?,non-insult,en
I do not know how I can speam with customer support,non-insult,en
can yahelp me contacting customer support,non-insult,en
what do I need to do to call customer assistance?,non-insult,en
"I need to speak to customer assistance, how can I do it?",non-insult,en
want help speaking with custgomer service,non-insult,en
I try to talk to damn customer support,insult,en
how can I see what hours I can reach customer service?,non-insult,en
help top speak with customer assistance,non-insult,en
help to see at what time i  can reach customer assistance,non-insult,en
is it possible to speak to goddamn customer service?,insult,en
how can i call customer assistance,non-insult,en
"I have to speak with customer support, how to do it?",non-insult,en
can i see what hours customer support availabl is,non-insult,en
I don't know what to do to call customer support,non-insult,en
where to check at what time I can reach customer support?,non-insult,en
can I check at what time I can call customer service?,non-insult,en
I ned to speak to customer service,non-insult,en
ya have a free of charge phone no to call customer service,non-insult,en
can you help me speaking to customer assistance?,non-insult,en
how can i talk wiht customer service,non-insult,en
want help to see at what time i can call customer support,non-insult,en
help me to see at what time customer service available is,non-insult,en
can I see at what time I can contact customer support?,non-insult,en
can i check at what time i can reach customer support,non-insult,en
what hours can I call customer assistance?,non-insult,en
what fucking hours can I call customer support?,insult,en
help me talk to customer support,non-insult,en
help me calling customer service,non-insult,en
where to see what hours I can contact customer support?,non-insult,en
I try to call goddamn customer service,insult,en
assistance to talk with bloody customer supprt,non-insult,en
help me getting in touch with customer assistance,non-insult,en
where to see at what time I can contact customer service?,non-insult,en
help me speaking with damn customer service,non-insult,en
"I want to speak to customer service, can you help me?",non-insult,en
I want to check what hours customer support available is,non-insult,en
could you help me talking with customer assistance?,non-insult,en
help to check what hours I can call customer support,non-insult,en
tell me at what time I can reach customer support,non-insult,en
I need help seeing what hours customer service available is,non-insult,en
want helpo talking to customer assistance,non-insult,en
how do i check what hours customer supporft available is,non-insult,en
what is the customer service mail,non-insult,en
can you help me talk with customer assistance?,non-insult,en
I have to see whay hours I can call customer support,non-insult,en
need help to check what horus I can contact customer service,non-insult,en
see what hours I can call customer assistance,non-insult,en
help me checking what hours i can reach customer assistance,non-insult,en
assistance checking what hours I can call customer suoport,non-insult,en
I do not know how to get in touch with customer service,non-insult,en
where do I see what hours customer assistance available is?,non-insult,en
how to see at what time I can contact customer service?,non-insult,en
assistance to contact customer support,non-insult,en
"I have to speak with customer support, can you help me?",non-insult,en
can uhelp me check what hours customer support available is,non-insult,en
calling customer assistance,non-insult,en
"I want to contact fucking customer support, how can I do it?",insult,en
I'm trying to see at what time i can call customer support,non-insult,en
I don't know how to contact customer assistance,non-insult,en
I have to see what hours I can call customer service,non-insult,en
how to see at what time i can contact customer support,non-insult,en
where do I check what hours I can reach customer support?,non-insult,en
help to see at what time I can contact customer service,non-insult,en
help talking with customer service,non-insult,en
"I wold like to talk to customer service, could you help me?",non-insult,en
can uhelp me see what hours customer support available is,non-insult,en
"I have got to speak with customer support, how can I do it?",non-insult,en
I don't know how I can talk with customer support,non-insult,en
how to check at what time i can reach customer service,non-insult,en
would it be possible to call customer assistance?,non-insult,en
i dont know how i can speak with customer service,non-insult,en
"I have got to call customer support, how could I do it?",non-insult,en
help to pseak to customer support,non-insult,en
i dont know what to do to speak to customer support,non-insult,en
I don't know what I need to do to talk to customer service,non-insult,en
I don't know how I can speak with customer support,non-insult,en
what is ur customer support mail,non-insult,en
"I have to speak to customer support, how can I do it?",non-insult,en
wanna see at what time i can reach customer assistance,non-insult,en
can ya help me speak wih customer assistance,non-insult,en
help me check at what time customer assistance available is,non-insult,en
check what hours I can get in touch with customer service,non-insult,en
assistance to talk to customer support,non-insult,en
where can i check what hours i can reach customer service,non-insult,en
will you show me at what time I can reach customer service?,non-insult,en
I need help to see what hours I can reach customer support,non-insult,en
"I have to contact customer assistance, how can I do it?",non-insult,en
do you have a free customer assistance phone number?,non-insult,en
assistance speaking with customer support,non-insult,en
i have got to talk with customer service i need assistance,non-insult,en
wanna see at what time i can reach customer support,non-insult,en
I try to check what hours I can reach customer assistance,non-insult,en
I nmeed assistance calling customer support,non-insult,en
need help to check what hours customer service available is,non-insult,en
do you have a free  phone number to call customer support?,non-insult,en
want assistance to talk to customer service,non-insult,en
help me seeing at what time I can call customer assistance,non-insult,en
need to see what hours i can contacy customer assistance,non-insult,en
how do I get in touch with customer support?,non-insult,en
is it possible to talk with customer assistance?,non-insult,en
"I need to talk with customer service, how could I do it?",non-insult,en
I have to see at what time I can reach customer service,non-insult,en
"I have to contact customer support, I need assistnace",non-insult,en
can I check at what time I can reach customer support?,non-insult,en
I try to see at what time customer support available is,non-insult,en
I have to see what hours I can reach customer support,non-insult,en
show me at what time customer assistance available is,non-insult,en
can you help me to speak with customer support?,non-insult,en
"I want to talk to customer assistance, I need help",non-insult,en
assistance to see what hours I can call customer service,non-insult,en
how to check at what time i can reach customer assistance,non-insult,en
I try to talk to customer support,non-insult,en
ya have a free of charge customer support number,non-insult,en
would it be possible to speak with customer support?,non-insult,en
do you have a free number to speak with customer assistance?,non-insult,en
how do Ispeak with customer service?,non-insult,en
can you show me what hours I can reach customer assistance?,non-insult,en
help me call customer assistance,non-insult,en
I need help to get in touch with customer support,non-insult,en
can i check what hours cusyomer support available is,non-insult,en
i do not know what i need to do to speak to customer service,non-insult,en
where to check what hours I can reach customer service?,non-insult,en
"I want to talk with customer support, can you help me?",non-insult,en
I want help to talk with customer support,non-insult,en
i have to call customer support can uhelp me,non-insult,en
I don't know what I need to do to contact customer service,non-insult,en
I do not know what to do to talk to customer service,non-insult,en
what is your customer service phone number?,non-insult,en
is it possible to talk to damn customer support?,insult,en
help to speak with customer support,non-insult,en
show me at what time I can call customer service,non-insult,en
I want to speak with customer esrvice,non-insult,en
help to check at what time customer assistance available is,non-insult,en
"I have to speak with customer assistance, how do I do it?",non-insult,en
I would like to speak with goddamn customer  assistance,insult,en
i try to speak to customer service,non-insult,en
need to check what hours i can reach customer service,non-insult,en
i want help contacting customer support,non-insult,en
I  do not know how I can talk to customer support,non-insult,en
help getting in touch with customer support,non-insult,en
ya have a free of charge number to talk to customer service,non-insult,en
need help calling damn customer assistanec,insult,en
I want to check at what time customer support available is,non-insult,en
help me see at what time i can call customer support,non-insult,en
talk with customer support,non-insult,en
how do i see at what time i can recah customer service,non-insult,en
do ya have an e-mail address to contact customer support,non-insult,en
ya have a free of charge number to reach customer service,non-insult,en
I have to check what hours I can reach customer assistance,non-insult,en
i dont know how i could talk to customer support,non-insult,en
I need to talk with customer service,non-insult,en
need to see at what time customer assistance avaialble is,non-insult,en
I have got to see what hours I can reach customer service,non-insult,en
i dont know how to contact customer support,non-insult,en
i want help seeing what hours i can call customer support,non-insult,en
help to check what hours I can reach customer service,non-insult,en
need help to see at what time customer service availabl is,non-insult,en
help me seeing at what time I can contact customer support,non-insult,en
help me to talk to customer suport,non-insult,en
assistance seeing at what time I can call customer support,non-insult,en
check what hours I can contact customer support,non-insult,en
how to see ta what time I can call customer support?,non-insult,en
do uhave a toll-free customer assistance phone number,non-insult,en
i want help to see what hours i can reach customer support,non-insult,en
can you help me calling customer service?,non-insult,en
I want to call damn customer assistance,non-insult,en
wanna check what hours i can call customer  service,non-insult,en
help me to contact damn customer support,insult,en
I want helpchecking what hours I can call customer service,non-insult,en
need help to see what hours i can contact customer support,non-insult,en
help me to check at what tiem I can call customer assistance,non-insult,en
help me check what hours i can reach customer support,non-insult,en
I need to check at what time I can reach custome assistance,non-insult,en
i have got to contact customer support how can i do it,non-insult,en
where can I see at what time I can reach customer support?,non-insult,en
I'd like to  check what hours customer support available is,non-insult,en
do ya have an e-mail  to contact customer support,non-insult,en
"I want to talk to customer assistance, will you help me?",non-insult,en
how to check at what time I can  contact customer service?,non-insult,en
help to get in touch with customer service,non-insult,en
can I talk with customer service?,non-insult,en
check what hours i can get in touch with customer service,non-insult,en
help seeing what hours i can call customer support,non-insult,en
help to call customer service,non-insult,en
what is your customer support mail?,non-insult,en
i have got to call bloody customer assistance could uhelp me,non-insult,en
help me check what hours I can reach customer support,non-insult,en
can you help me talking to customer service?,non-insult,en
can ya help me talk to customer assistance,non-insult,en
can ya  help me to speak with customer assistance,non-insult,en
what do I have to do to call customer service?,non-insult,en
can ya show me at what time customr service available is,non-insult,en
i need help calling customer service,non-insult,en
i need help speaking to customer service,non-insult,en
can uhelp me speaking with customer service,non-insult,en
need help checking what hours customerservice available is,non-insult,en
need assistance talking to customer service,non-insult,en
I want to talk to customer service,non-insult,en
how do I check at what time I can call customer assistance?,non-insult,en
where do I check what hours I can call customer assistance?,non-insult,en
how can i see what hours i can reach custimer service,non-insult,en
I would like to see what hours I can call customer support,non-insult,en
I have to check at what time I can call customer service,non-insult,en
"I want to get in touch with customer assistance, I need help",non-insult,en
help checking what hours i can reach customer support,non-insult,en
can i check what hours i can call customer assitsance,non-insult,en
do you have an e-mail to contact customer assistance?,non-insult,en
I have to talkwith customer support,non-insult,en
can I see at what time customer service available is?,non-insult,en
i try to check at what time i can contact customer support,non-insult,en
want assistance contacting customer support,non-insult,en
i want help to see what hours i can call custmer service,non-insult,en
I have to check what hours I cann reach customer assistance,non-insult,en
need assistancetalking with customer service,non-insult,en
"I would like to talk with customer service, how to do it?",non-insult,en
I need  help speaking with customer assistance,non-insult,en
help seeing at what time i can contact customer assistance,non-insult,en
what do i need to do to get in touch with customer support,non-insult,en
how can I call customer service?,non-insult,en
"I have got to talk to customer support, can I get some help?",non-insult,en
"I have to talk to customer support, can I get some help?",non-insult,en
I don't know what I need to do to speak to customer support,non-insult,en
anybody available at customer support,non-insult,en
what do I need to do to talk to customer assistance?,non-insult,en
where can I check what hours customer support available is?,non-insult,en
I have got to see what hours I can reach customer assistance,non-insult,en
I need help seeing a what time customer service available is,non-insult,en
