text,label
والحديثه كان معظمها نظري شد حيلك هانت,0
والحمد لله اني لم افعل,0
والحمد لله كنجبر منتفرج فهاد اليوتيوب,0
والعقل عادي,0
والله اخلاقي صايره *يد* *رمز تعبيري معدل واحد*,0
والله اعلم غير كنشارك معاكم رايي وصافي *تعانق الوجه*,0
والله العضيم اندهش من بعض المعلقين العياشه اكثر من دهشتي بعشرين سنه سجن,1
والله بعتذر من كل شخص,0
والله تا هي لي كتليق مع هاد الحماق,0
والله حتا عني دمعات,0
والله حتي كنفرح فاش كنشوف نوتيفيكاسيون,0
والله في فتره في الموسم كنت حاطه من المرشحين للكره الذهبيه لكن في نهايه الموسم تراجع شوي وتالق لاعبون اكثر منه,0
والله معنديش اسءله لما يبقي عندي هاجي اسال حاضر,0
والله يا بغيت انقفط قفطه شينه,0
والله يسمعنا خبار الخير,0
والمجتمع غادي وكيطبع معها كانها شيء عادي,0
والمنطقه تستحق فعلا الزياره لكن في فصل الربيع,0
والو غير شخص غير غادي,0
والو كلشي كيدوزو عليه فهاد المدينه تاريخ المدينه باكمله سيرمي في المزبله,0
والي مداوم عادي تجيب له من المطعم,0
وان غابوا يبقي عطرهم,0
وان كانت تغصصني بريقي,0
وانا *ضفدع* *قلب مجروح*,0
وانا احترم العدو يقصد فرنسا,0
وانا احسه عادي,0
وانا اللهم بارك جميل روح وقلب وشكل وحاجه جشطايه *مرتاح* *نار*,0
وانا راه عارفك شحال هذا منهم,0
وانا غبرت لقيتك بدلتيني بفرعون نغبر غبره خرا نلقاك تزوجتي بواحد اخر *تنهد*,1
وانا غريب الدار في وطني,0
وانا كنقلب فلاءحه المتابعين نسيت علي شي وحدين كانو عندي طير ليماك طير,1
وانا مستنيه كل مر يمر لقيت عمري هو اللي مر لكن المر لسه زي ما هو *وجه مبتسم قليلا* *وجه محايد*,0
وانت من قله الشغل من قناه لقناه ومن مجله لمجله ماعندك شغل غير دول المنطقه,0
وانك انته انسان عادي مو ملاك,0
واني ضيعت العمر كله معاك,1
واه عادي باينا كيلعبو ضد بوروندي عادي تبان شا يڨلعو باه يرفدوا بونجاح بلايلي بن غيث و بدران,0
واي اعتداء علي المواطنين السلمين شو عقابه هذا ولا المواطن خرا عليه,1
واي حاجه تقدر تسببلك زلزال في نفسيتك,0
واياه تفو غلي منظر,1
وايه فعلا و لكن راه ماشي الكتاب بحال الكتاب,0
وايه و لكن اللي سالات ساعتو غا يغيب,0
واييه كما كنقولو ف طنجه جيب العز ولا كحز,0
وبارك فيك اخي ه اللهم اني قد بلغت ومن وصلته الرساله فليتحمل مسءوليته,0
وبحب اقعد ف البيت ولو زهقت بحب اخرج من البيت,0
وبحب اكل البيت وومكن اطلب دليفري الساعه ٣ بليل عادي صح *فرح* *قلب مجروح*,0
وبدايه اسبوع موفقه للجميع,0
وبره لنا غامر,0
وبزاف اساط مكينش شيحد مسطي بحالك,1
وبس جيب بنوته بوعدك حسميها عاسمك *مبتسم* *القمر الجديد مع وجهه* *قلب مجروح*,0
وبعض الناس رءيتهم صباح *قلب*,0
وبناءا علي الكلام دا بلاش تشتروا سماعات ريلمي كمان لانها شغاله حاليا عادي بس الله اعلم ايه اللي ممكن يحصل *شخص تغطيه الوجه باليد*  *علامه الذكور* ,0
وبوكمله باقي نهاري مع واش ادخل برجليه اليمني او اليسري,0
وتدلنا علي كل خير,0
وتري الاسافل قد تعالي مجدهم والحر يعزل ما لديه صحاب,0
وتظل المواقف اصدق الادله,0
وتفاءل ونيه صادقه *زهره الكرز*,0
وتوكل علي الله وكفي بالله وكيلا,0
وجزاكم الله خيرا,0
وجه الزب,1
وجه مبشور بارك الله في صاحبه وسط وجوه مغضوب عليها لعنها الله,0
وجهه نظر معتبره,0
وجود الراس في الجسد حقيقه ثابته لكن وجود عقل داخل راسك فتلك مساله تحتاج نقاش,1
وحنا لي عولنا عليهم غد نبقاو لا ديدي لا حب الملوك,0
وخا تعيا تعنب قلاوي لا حويتي فيمينست راه كولهوم لسبيان تيعجبهوم ها التخاور و فروتي فروتا من اللخر,1
وخا نعاودوه 300 مره مايطلعش لينا فالراس,0
وخيوط الشمس الدافءه,0
ودا عادي,0
وداعا بلفيدير,0
ودعنا قبل ان نودعه,0
ودي ازعل عادي *سحابه مع اعصار*,0
ودي اعترف اني انجذب للعيال اللي اياديهم حلوه *مصافحه*,0
ودي د نتي غريبه اوي ي ساره بجد,0
ورح كمل احلامي حلمي بعمرو ما مات,0
ورد وفل وياسمين *كركديه* *زهره الكرز* *ارتفع* *الخزامي نبات*,0
ورود الدنيا اجمعها وبشوق اغسلها وبالحب اهديها الي جميع قاريها,0
وسختونا و وسختو البلاد,1
وسمحولي علي هاد الكلمه راه الضغط نازل عندي,0
وسير فحالك السيده معيا *عيون* باقي ماشدينا الباك بجوج سير اعمي قابل شغلاك,1
وسيير تحوا,1
وش رايك في عرض البارح اراه اسوء داينمايت هذه سنه بصراحه,0
وشكرا مسبقا لكم,0
وشكون اشكرو الي ماشكرتوش ه نتي غادي تعقلي عليا تشكريني هه,0
وصاحب البخل بين الناس مذموم,0
وصال عطيني نمرتك و بالمقابل نصيفط ليك تصاوري باش تشوفيني اش هاد قلاوي,1
وصحه تعافي اﻻبدان,0
وصنعه لنا كامل,0
وظيفتك حلم كل عاطل,0
وظيفتها تتكون من امر واحد,0
وعلي اسلامتك اسي العثمانيغبرتي عليناياكما الانتخابات,0
وعمرتها بالفرح,0
وعنوانها,0
وفاش كايكبرو كيبقاو يقولو معرفت مال ولدي مرخي و مكلخ,1
وفضله علينا داءم,0
وفقكم الله و سدد خطاكم الف مبروك,0
وفي الاخر يقولك شوف المتوحد الوحش اللي عايش لوحده ما انتو اللي زباله ي جماعه اللاه,1
وفي موجها العاصف تدخل الغرب من وراء الفتنه بمحاوله تدمير الجزاءر وجرها الي صندوق النقد الدولي,0
وفيك بركه نبيل,0
وقعات لينا هي الاسبوع لي فات سحاب لينا البارمان زاد علينا لكن مين سولنا قالك اسيدي هذاك هو النظام فداك المقهي,0
وقعوا و بارطاجيو بكثافه من فضلكم,0
وكانك تهتم بالمغرب لكن سءالك فيه سم,0
وكثير من توفوا,0
وكذلك في تفاعلهم,0
وكل يوم شوفك,0
وكلها كذب ف كذب ه,0
وكم من مره كنت قاعد وسط ناس وقولت جوايا,0
وكوب القهوه,0
وكي انا غادي اخوتي باي باي,0
وكيفاش لي فشل طيله عقود في خلقها غادي ينجح فيها فخمس سنوات,0
ولا يهم قدر محاولتي,0
ولاد الكلب *dog2* كلهم كلاب,1
ولد الحرام traitor,1
ولد لخرا دار معاها علاقه و جابت ولد و كانت راحت زعمه من قبل,1
ولدي غادي ادوز غدا,0
ولقيت حلول فعاله فتويتر انت خلي اليوتوب وغوغل والقلاوي نتاعك يفيدك,1
ولكن الانشاء حتي استاذ ما غادي يصححو لهم,0
ولكن غادي نزيدوهم غي الفيله علي الفيل,0
ولكن فنفس الوقت ماتانحملش بنادم,1
ولكن للاسف الاسفار جعلت منه بدرجه الفروسيه في,0
ولكن لن يستطيع ولن يستطيع لان قصر المراديه تحت اعين المغرب *صاروخ*,0
ولكن مره مره كننزلو من القافله,0
ولكن هادي شي عام عطاو فمدافع اكثر من 80 داك هيرنانديز,0
ولكنها ليست المره الاولي,0
ولكني اجرب فيك ضربي,0
ولماذا لم يكن للعالم العربي عضو داءم العنصريه حتي في اعلي مءسسه العالميه,0
ولو قال صاحبه قد نسيت الالم,0
ولو كان عبدا حبشيا,0
ولي كيضحكوه ولاد الباك فالتصريحات,0
ولي مونافري *عضله* شد الحيط و لاوي *وجه اللعاب*,0
وما الجديد عن جهه كلميم واد نون يا تري,0
وما اهجوك انك اهل هجو,0
وما شكري لها حمدا ولكن,0
ومايجيش شي كلب يهضر لينا علي القضيه العربيه والزمر المغرب اولا واخيرا,1
وناديه لي عايشه علي بره و لكن ماطلعليش المنشن ديالها,0
ونزيدك حيد لفورص غادي ترتاح *الخامس*,0
ونسمات ملءها اﻹطمءنان,0
ونسيت ماقولت لك مبروك ماعملتي,0
ونشدو الكلب نشبعوه هراوه عاد نطلقوه يعاود ينبح الي قدر,1
ونظره الجماهير ضد بعض,0
وهو استاذ الاساتيذ يلقي علي الناس دروس نفسه القويه,0
وهو غادي نسدو غير ماشي حاليا,0
وهي شكون غادي احميها منك الجن الكحل خه,0
وي جبت فيها 10 لكن سقطت و عاودت الباك و نجحت لكن فلسفه جبت فيها 1 *فرح* *تنهد*,0
وي مبروك علينا ارمي اهبكم *عيون القلب* *العلم للجزاءر* *العلم للجزاءر* *العلم للجزاءر* *العلم للجزاءر*,0
وياه جيت نديرليها متابعه و لكن مخدامش داك شي عندها *خاءب الامل*,0
وياه راها زوينه و لكن مهدي تفهم حتي تعيش فيها انا راه عشت فيها مده سنتين تقريبا و راه شي اوقات الله يستر و صافي,0
ويسخر و تمادي,0
ويسري ضربي مريقه بالبرقوق وقيلي اعليك المخدرات راه هما لي مسكتين شباب وتاعكم هما لي كيبيعوه والخزن عارف البزنازه كيتخلصو منهم باش يبيعو,0
ويقدمون بايديهم ورود السلام,0
ويقين يزيد اﻻيمان,0
وين عند الاغنياء يمكن يحبو يزوخو ولكن مجمل تعرف تتزوج عادي تلمسان بالعرس بالتكاليف تلحق 150 *فرح*,0
وينشرون طيب الكلام,0
ي on crève de chaud zebi,1
ي تعملوا الحاجه في وقتها يا متعملوهاش خالص,0
ي روحي اي القمر دا بس *قلوب* مليون مبروك ليكي ي قلبي وعقبال الفرح *قلوب*  *قلوب* ,0
ي ريم الف مبروك بجد فرحتلكم اوي *قلوب*  *قلوب*  *قلوب*  *العروس بالحجاب* *رمز تعبيري معدل واحد*  *علامه الاناث* ربنا يتمملكو بخير يارب *قلوب*  *قلوب*  *حب*,0
ي سطا هي علوم مبهدلاكي كده محنا عادي اهو *وجه مبتسم قليلا* *فرح*,0
يا كن علي يقين *وصمه* لن ترد عليك لاالحكومهولا الملك *العلم للمغرب* *تاج* ولو عملت حوار فوق سطح القمر *القمر الجديد مع وجهه* *صاروخ*,0
يا w9 يا لحسراف رحيمي راه كيعرفو شخصيا الاسطوره صامويل ايتو شكون كيعرف ديلمك نتا,0
يا zebi jimin sa voix ptn,1
يا ا المرضي مافيوزيين خدامين عند المافيا و لكن مساكن غير دراوش,1
يا اما حواها,1
يا اما متبغاتش تعطيه يحوي,1
يا تيس حدك هذا التفكير تعال اريحك منه و اشوف لك وظيفه مع الاغوات,0
يا حكومتنا الموقره دابا اللي ملقح وعندو الجواز الصحي,0
يا رافضي عندكم فيل يطير وحمار يتكلم من نسل حمار كان مع نوح عليه السلام *يتدحرج علي الارض من الضحك* *ابتسامه عرق* *ابتسامه عرق*,1
يا رب الزنقه الجايه ابقي مزنوق في ترتيبات ورقي عشان اسافر *وجه باكي* *قلوب* ,0
يا رب الله لا تلاقينا بهادوك مره ثانيه اولادهم ما احلاهم *تقبيل القلب*,0
يا رب نسالك بشاءرا تثلج صدورنا فرحا,0
يا ربي تحفظ بلادنا يا ربي,0
يا ربي دير ليه شي تاويل دالخير,0
يا ريت,0
يا ريت اخ اسعد لو تزيل الصوره وتعيد نشرها بتعتيم صوره هذه الراقصه الفكره وصلت لكن لا يصح هكذا صور,0
يا زهره نيسان *علامه تعجب ثقيله* *علامه تعجب ثقيله*,0
يا ساكن ابها لك القلب مشتاق,0
يا سليم المغربي مبروك عليكم التطبيع مع الاحتلال الصهيوني المجرموهذا منذ القديم,1
يا شفار,1
يا صباح الخير ل جونقكوكي ولا صباح لغيره *قلب ازرق*,0
يا صباح الفاينل *قلوب* ,0
يا صديقي العزيز ربما تضرر البعض و لكن ليست حجه فيها و عليها,0
يا كذاب,1
يا ودي الجلد غادي نطيروهلكم,1
ياارب منبقي نتسلف من عند حد ياارب,0
يااجمل ما خلق *قلب*  *قلب*  *قلب*  *قلب*  *قلب*  *قلب*  *قلب*  *قلب*  *قلب*  *قلب* ,0
ياتي الصباح حاملا معه الامل والجمال لتشرق الشمس لياتي يوم جديد تجدد فيه ارواحنا واحلامنا صباح الخير لجميع,0
ياخي اوسخ شعوب الدنيا السودانيين,1
ياخي ما قلتلكمش انا,0
يارب العالمين اتشرف بك داءما اختي الغاليه *صلي* *صلي* ان شاء الله غادي نتخرجو من الماستر بجوج ه,0
يارب ان قدرتك تفوق قدره الاطباق فانزل علي كل مريض شفاء من السماء,0
يارب نشوفها في ولادك وبناتك يا كلب,1
ياربي علي الفخر *مرتاح* *مرتاح* *راقصه* *راقصه* *تدليك* *شخص في موقف لوتس* المراه التانيه علي التوالي *شخص في موقف لوتس* *شخص في موقف لوتس* *تدليك* *راقصه* ماحد يمكن اتحدانا *مرتاح* *شخص في موقف لوتس*,0
ياريت والله لكن الباين حنجيبو الظاهره الكونيه رافا فاران لكن لنقني نبي روميرو,0
ياك ا خاي قولها ليهم راه بغينا نسافروا بغينا طياره,0
ياك الكلب,1
ياكما تا هاد التصرفيقه لي كلي غادي يربطها بالاسلامفوليا,0
يالاه خدمت مزال مانظوي علي كونجي انا غادي نبدل معاه معامله حيت جيتو فاص ومافهمش,0
يالاه فقتي راه بدااو الناس شكون هاد السليمي واش,0
يالاه قالتها ليا جده قالت ليا واش غادي تجي *فرح* فين نجي جهنم,0
يالاهح دور تقود,1
يالله غادي تقدمي لينا الشركه *مندهش* *بخيبه امل بالارتياح* عاد قلتي بسم الله فالرابور *صرخه* *بخيبه امل بالارتياح* *مندهش* *وجه الكذب*,0
ياما عيون شاغلوني لكن ولا شغلوني الا عيونك انت دول بس اللي خادوني *فرح* *ملاحظات* *قلوب* ,0
ياماتو زورو,0
ياولاد الكلب وين الجبنه,1
يبغون قربك لكن ادري قدري في قلبك كبير,0
يبقي انت اللي حمار مش انا اللي قموصه بس كدا,1
يتوحشك الخير راه انا لي توحشتك فين غبرتي *وجه مع الحاجب المرفوع*,0
يجب اقاله من اقدم علي هذا العمل المشين و في الفتره هذه هذا عمل دكتاتوري و غير انساني,1
يجب مقايضه فتح الحصار عن تعز مقابل فتح المطار,0
يجدعان دا راجل عبيط مالوش دعوه بالشغلانه وعمل عميله شالو مخه وحطها مكانه حماراهلاوي يعني,0
يجوب المكان,0
يجي يتفرج فكلاسيكو الجيش الملكي والرجاء ويدير لينا شي ڤلووك يبان هنا,0
يحب الرجل التي تغار عليه نعم لكن التي تتجاهل و لا تبالي لن يميل اليها قد يميل فتره وجيزه ليختبرها لكن بعدها يذهب بدون رجعه,0
يحيرني تفكير السفهاء كل ما ذهب من عمرهم عام احتفلوا به,1
يحيروني هدوك رجال لي يلبسو قمجه تاع لي les fleurs زيد ريحتهم مش حتا كيما les fleurs unamused face تلقاه يريح قلاوي تاع ميت يا زبي,1
يحيي جبران احسن من سفيان امرابط بمراحل,0
يخرب ينعل يحرق يولع ام اللي ما يحفلش هنا,1
يدعون الديمقراطيه و الانسانيه لكنهم يجاهدون لبقاينا متخلين ليسهل استنزاف ثرواتنا,1
يسب يقذف يشتم في المءسسات لا يثبت انه ليس وطني,0
يستا انا مرارتي اضيق م خرم الابره وخلاص هتروح مني والله بدخل ثانيه ك فضول عادي واقفل ف نفس الثانيه *وجه مبتسم قليلا* *فرح*,0
يستاهلو يتعاودو غادي تشوفيهم بمنظور اخر *حسنا*,0
يسحابلك زعما ضحكت علي التغريده ه لا,0
يسعد صباح الوفا والطيب والحشمه,0
يسعد مساءكم *ارتفع* *الخزامي نبات*,0
يشيخه كلي خرا انتي وخرا ده يعني مجدي يعقوب,1
يعطكم الصحه يا ابطال شرفتونا,0
يعطي لعبه او لعبتان في الاسبوع لكن بعض المرات تكون سيءه ومرات اخري تكون ممتازه مثل gta و control,0
يعني عادي اذا ما عجبتك تعجب ناس تانيه لذي درجه صعب تفهمينها,0
يعني عادي يقول واحد كوزينتك *ممتاز* *رمز تعبيري معدل ثلاثه*,0
يعني عندك حل واحد هو تنخليهم,0
يعني كانك متزوج ذكر الا ربع,0
يعني لي يتعاون مع مخابرات مغربيه قواد يعني نت ضد المخابرات المغربيه اجي كود,1
يعني مافي فرقه حاليا تستحق لقب ملوك و اساطير مثلهم,0
يعني موت 50 الف شخص وتهحير 13 مليون شخص شي عادي,0
يعني وش بيك و ترا عادي نصنا يكتب كذا تقريبا *مواي*,0
يقال انهم كانو كايصورو كليب تاع واحد الرابر,0
يقال سال احد اشخاص جدته لماذا تخبين فلوس في المصحف قالت اعرف لانكم لا تفتحونه,0
يقليك الخنزه شمن حقك خصك شي 10 سنين دالحبس الزمله,1
يقول ابو نواس في جاريه لا تكتفي بحبيب واحد,0
يقول الشاعر المصري امام الصفراوي في كلماته من اغنيه نجاه علي فكراك ومش حنساك مهمه الزمن قساك,0
يقول الشاعر المصري طاهر ابو فاشا في اوبريت رابعه العدويه ,0
يقولون ان الاب احضر لها قطه لتنسي الهاتف و هذا ما حدث *ابتسامه عرق* *ابتسامه* صباح الخير رفاق,0
يقولون اول طياره كويتيه مباشر اول شهر ٧ والسفاره تستقبل الفيزا,0
يقولون لنا خودو الماء لي غادي يكفيكم حيت غادي نقطعو الماء واحد المده معينه,0
يقوليك الله يكبر بيك اخويا,0
يكفي انك تشمشم اخبارنا وهذا يكفي,0
يلا بغيتي دير شي حاجه متسناش حتا يولي الجو زوين حيت اتبقا تسنا حياتك كامله,0
يلاه شفت واحد الصاروخ كان كايقلب علي المخزن ملي مايلقاهش راه غادي يرجع ماتخافوش,1
يلعن الطاء ديال مك اتيصالات *وصمه*,1
يمكن تحل المشكلرجع خدام عندي عادي,0
يمكن حتي هو لكن ماشي امازيغي بحث,0
يمكن رجعني ليك طوله تفكيري فيك *ملاحظات*,0
يمكن كيفما غادي تبقي فيك شي فصيله من الحيوانات انها تنقرض خاص يبقي فيك الحال علي بنادم اللي غادي ينقرض,0
يمكن لثلاثه ان يكتموا سرا,0
يمكن متعرفنيش يمكن تعرفني ملامح,0
يمكنكم التسجيل في اللواءح الانتخابيه العامه من يوم 2 يونيو 2021 الي غايه يوم فاتح يوليوز 2021,0
ينطبق عليه قول ابن حزم رحمه الله انا الشمس في جو العلوم منيره و لكن عيبي ان مطلعي الغرب,0
ينعل ابو البرلمنات الجبانه,1
يواجه الفتح الرياضي في ثاني مباراه وديه له نادي اتحاد طنجه وذلك مساء يوم السبت 12 يونيو *علم موناكو*,0
يوجد ليكوش ان شاء الله غادي يربي لحيه,0
يوم سعيد للجميع,0
يوم عادي,0
يوم كله طاقه وحيويه *وجه يتثاءب*,0
يوم مشمس وعظيم *قلب ازرق*,0
يوم موفق للجميع *حب* *داءر القلوب* *استرخاء*  *داءر القلوب*,0
يومكم سعيد *قلب* ,0
يه اطر عليا من اطباء ومهندسين وضباط معتقلين بالسجون المغربيه ولم تطالب اي جمعيه حقوقيه بتحسين اوضاعهم داخل السجون,0
السجين اصبح هو الدي يملي التعليمات ويفتي علي الاداره ما يجب فعله,0
اول الغيث قطره,0
israeliyin sahayina wlaw 7akmin lblad,1
dinkoum kolo based on lies,1
بولحيه ارهابي,1
bonjour a tous sauf les mre,0
كنتمني يكون محظوظ ويلقا لي يعاونو يدير محلبه غير تايوقف علي رجليه والله لا يضيع اجر المحسنين وحتا لي عندو باش يعاون شباب اخرين مافيها باس,0
الذبيح فالمعرب ولا بحال السلام عليكم,0
العثماني لو كان في دوله تحترم نفسها لتم اعفاءه منذ سنوات للانه قام باخطاء كارتيه في خطاباته وفي قراراته الله يلعن ليما يحشم,1
كونو تحشمو كلشي عاق بكم الله سيمسخكم اجلا ام عاجلا,1
لي خدام معا الدوله يدير مابغا ونوضي زتو فيه حقوق حقوق حتي ولاو غير سارحات في زناقي,0
من يسوق وهو مخمور فهو قاتل مع سبق الاصرار والترصد لكن في المغرب اذا اردت ان تقتل ولا تعاقب اشرب وسق السياره القانون لن يعاملك معامله القاتل العمد,0
the way akhenouch knelt for mohammed vi was a kind of public humiliation that was the reason why he made him primeminister to show whos the big boss i hate that slavery mentality in the moroccan traditions all humans are equal towards god shit behaviour,1
kolkom troyen w hagara,0
الازمه والضعف والفقر والزيادات قاطعوا زيت لوسيور قاطعوا زيت لوسيور طحنو القمح والشعير اتركوا دقيق الابيض المسموم حاربوا,0
سوسييه واافتخر*قلب احمر* *قلب احمر* *قلب احمر*,0
كل نفس داءقه الموت يا ايتها النفس المطمءنه ارجعي الي ربك راضيه مرضيه و ادخلي في عبادي و ادخلي جنتي,0
اللخر اطفي الضو,0
انا لله و انا اليه راجعون الله يرحمه و يسكنه فسيح جناته,0
وزاره صحه هيا براسها خصها تست حيت حيت مفيا,0
المراه تتكحب الفيروس و الناس واقفين الكمامات لا تحمي نهاءيا الفيروس يطير لاكثر من اثنين مستر ماهاذا التخلف,1
الله يسهل عليك يا ربي,0
الله يرزقك امك الجنه دخل عندي فرحني بابوني الله يفرحو,0
لاحوله ولا قوه الا بالله العلي العظيم,0
انشاء الله السي عزيز سيكون مفاجءه الاستحقاقات الحاليه بدون منازعاللهم بارك لحزب الحمامه كلنا احرار,0
si loutmani rajoul taeibwzlakin kont nfedel ebka men bad had lmassouliya li dawezertahchwiya ouyabka bhal d autres chef de gouvernement li dazou kbelwalakin ela karer eawad erja nahtarmou kararoulah ewafek ljami,0
خاص الملك اعطي اوامره للجيش مره تانيه عاظ اتقاد الوضع هذا هو الحل,0
شي اخبار علي هاد البطل نتمني من الله يبقي للوليداتو يا رب,0
مات لكم الحوت,0
مساكين بقو فيا خوت ولد عمهم انا لله وان اليه راجعون انتهي الاجل,0
قل هو الله احد الله الصمد لم يلد ولم يولد ولم يكن له كفوا احد,0
لسنا بحاجه الي رجل عنده اموال بل محتاجين الي من يخدم هاد البلاد بلا درهم واحد اذا كان حقيقيا يريد الخير لهاد لبلاد دون ان يتقضي راتب برلمان وتقاعد لي داروه علي حسابهم الاحزاب ترحل كفي علينا من الوعود الكاذبه,0
هادي لخسها المساعده ومحسنين هيام كتعطوها باش تشري الماكياج والمخضران ودوران في الاوطيلات,0
massrahiya oukhra dyal el mokhabarate,0
واش فقتو من النعاس اخنتوش جاء بطريقه صاروخيه,0
لا مكان لحزب اللا عداله ولا تنميه في حي المحيط بالرباط والايام بيننا,0
لا حول ولاقوه الا بالله العلي العظيم,0
اكادير تستغيث البارحه ومراكش اليوم وغدا من مادا ننتظرون الله يحفظ القادم لا يبشر بالخير,0
realpolitik vient de poster il ya 1 heure une vidéo sur ce sujet avec le lien qui permet de signer cette pétition disponible sur la description de cette même vidéo,0
احسن مناطق في مرعه الغنم بالجعد تادله منطقه ورديغه بني مسكين القراقره الرحامنه والسراغنه واعز الغنم الصردي وعيد مبارك مسبقا اما نحن في اروبا غنم اكترها بيضاء والدياله قصيره وفرطاسه كتجي من جبال الالب وجنوب ايطاليا وجزيره صردينيه وجزيره صقليه وبعض متاجرين ياتون بها من رومانيه اما فرنسا الغنم موجوده في كل مكان الساعه الارض وكثره الهضاب والصرديه اصلها فرنسيه وتطورات في بني مسكين لدمجها مع الغنم هناك واصبحت مشهوره والله اعلم,0
الشعب والله ميخف من الدوله الله هو لي غدي يخود الحق فيكوم والله انا الله واليه راجعون صلي الله علي سيدنا محمد وعلي اليه,0
دعم شفاره ومحتالين علي المواطنين انه امر واقع وليس له الا امر واقع حيث المواطنين باعو بالرخيص وغدا سوف تشتري بالغالي,0
هضر علي ولادك وعطي لولاد ناس تيساع,0
brujula a5uya tchara karitcha,0
ماكينش حقوق المستهلك في المغرب,0
غير يعطيونا تساع متيديرو والو للشعب لا هو لا غيرو سواء كان في الواجهه ولا في الكواليس و راه الموت تتسناهم و تابعاهم و غدي يتحاسبو علي زيت د بنادم لي خرجوها منا في هذ كورونا مراهمش دايمين القبر و الحساب و العقاب في انتظارهم,0
مزال معرفين والو وبغيين تستافدو غنتوما بحلي لمغرب سكنين في بوحدكم نود جمع راسك لمغرب في سياسه ديال جوع كلبك يتبعك,1
١٧مليار سرقت من جيوب المغاربه اين هو الشعار الذي لطالما رفعوهو ربط المسءوليه بالمحاسبه,0
نرفض تحالف البام مع الدباخشه,1
حسبي الله ونعم الوكيل لا حول ولا قوه الا بالله العلي العضيم الله يصبركم,0
man 9addim zaman *يتدحرج علي الارض من الضحك* *يتدحرج علي الارض من الضحك* *وجه فم المال* *وجه فم المال*,0
هاد المدينه دوزت فيها 18سنه وولدت فيها وليداتي بثلاثه ودوزت احلي الايام ولم انساهالاانا ولا اولادي وغادرتها في 2003,0
ماكانش يحرق راسو راه كاين القانون فالبلاد,0
اللهم لطفك كثره الكوا رت والاوبءه بقا لنا غير الطعرجه والنشاط الناس كتموت الله اعطنا حسن الخاتمه,0
حسبنا الله ونعم الوكيل فيهم المغرب زين كلاوه الشفاره,1
الله يعطيها لينا علي قد النفع,0
ماشي للي فيه كورونه وقادر تكلم او تتحرك جلسه في ديوركم وعاقمو انفسكم وانتم الممرضين والممرضات الله يخد فيكم الحق اعمل بجديه مصيركم الموت وسوف تحاسابون ديرو حل للبشر,1
الف مبروك لك و لعاءلتك الكريمه,0
لاحول ولا قوه الا بالله العلي العظيم واتوب اليه عدد خلقه ورضا نفسه وزنه عرشه ومداد كلماته,0
الله يسهل عليك,0
الوضع كارثي يا اخوان الاكتضاض انعدام الادويه قله الاوكسيجين مطلوب من الله السلامه للجميع فما بالكم لمرضي الفشل الكلوي كنا في جنان اوراد محميين وبعييدين عن البءره اذا بلاطر الطبيه والتمريضيه جابونا للمامونيه وبما اني من المرضي اناشد المسءولين من مديره جهويه ومندوب جهوي ماهو دوركم امام الشعب وامام الله بحمايه مريض القصور الكلوي من تعرضه لا قدر الله وسط مرضي كوفيد في المامونيه حسبيا الله ونعم الوكيل في الذي كانو سببا في انتقالات,0
الانتخبات هم منتخبون لاءنفسهم وليس ابدا للشعب,0
اولا مقاطعه المنتجات والمواد المهربه واجب وطني ثانيا علي الباطرونا واصحاب الشركات والمقاولات المنتجه بالمغرب احترام القدره الشراءيه للمواطن وليس التهافت علي الربح الفاحش ثالثا المراقبه الصارمه للمواد والمضاربين والمحتكرين,0
ما بقينا فاهمين والو العافيه كانت فالجزاءر شويه ها هي في شفشاون *وجه بعيون متدحرجه*,0
ماشاء الله تبارك الله,0
الله يشافيه مسكين,0
النفاق بلاس اخنوش شفار واليوم ترحيب واحسن رجل,1
لعاقه والزين والادبتعلمي يا ام خنونه,1
الدنيا هانيا و السماء صافيه*بطيخ* *شروق الشمس* *شخص يسبح* *علم تونس* *علم المغرب*,0
وبنكيران اللي كان غول مخلاوهش يعني وخا نكون سبع الحميه تغلب حنا فبلاد اللصوص والحكومه محكومه وحكومه الظل هي التي تقرر,1
ستخليها من المغاربه و ترجعهم لبلدهم و تحتفظ بالمدن,0
يا رب تشافيه وتعافيه وتهدي شي محسن يدير الخير مع هاذ السيد ما صبنا ليه جهد مسكين والام ديالو مكرفسه معه,0
الله يحفظهم كاملين,0
شكرا اخنوش شكرا وهبي شكرا نزار,0
حسبنا الله في الضالمين و نعم الوكيلالطغاه اللدين يتسببون في فثنه الناس في انفسهم,0
oui mais est ce que vous voulez juste vendre le kit ok allah yijazikoum si vous voulez vendre le kit et le service non non et non,0
شوف يااخي انثم الصيادله واصحاب المختبرات لاتهمكم صحه المواطن يهمكم الربح لانه لوكنثم وطنيين وفيكم ذره من الانسانيه ان تدافعو عن المواطنيين لاجراء هذا الاختبار مجانا اوبثمن رمزي لان هذه الا يام نعيش حاله استثناءيه لاخير فيكم انثم الصيادله اصحاب الارباح الخياليه ولا اصحاب المختبرات مصاصين الدماء للمرضي حسبنا الله ونعمه الوكيل,0
